204.182458 2045517971442437200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.000000
204.300506 1022758985721218600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.500000
204.419389 1022758985721218600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.833333
204.538823 1022758985721218600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.333333
204.657536 1022758985721218600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.733333
204.776699 1022758985721218600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.066667
204.895945 852299154767682200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.388889
205.009790 710249295639735150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.657407
205.128756 591874413033112600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -8.881173
205.247114 493228677527593790000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.234311
205.366123 411023897939661550000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.195259
205.486899 342519914949717940000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.329382
205.605536 285433262458098300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.274485
205.725598 237861052048415240000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -8.728738
205.843193 198217543373679380000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -8.273948
205.953922 165181286144732810000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.061623
206.073844 137651071787277350000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.218020
206.191630 114709226489397800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.515016
206.311208 95591022074498168000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.595847
206.430389 79659185062081802000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.496539
206.547551 66382654218401507000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -8.747116
206.668381 55318878515334585000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -8.789263
206.803497 46099065429445485000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -8.824386
206.922941 38415887857871239000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -8.686988
207.042392 32013239881559364000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -8.905824
207.161161 26677699901299469000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -8.921520
207.280304 22231416584416226000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -8.934600
207.399067 18526180487013522000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -8.778833
207.517394 15438483739177937000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -8.815694
207.637411 12865403115981615000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -8.846412
207.755437 10721169263318014000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.038677
207.864900 8934307719431678900000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.032230
207.982662 7445256432859732200000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.360192
208.102305 6204380360716443400000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.633493
208.220574 5170316967263702600000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.527911
208.338634 4308597472719752400000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.439926
208.457908 3590497893933127000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.533272
208.578326 2992081578277605800000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.777726
208.697393 2493401315231338200000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.148105
208.815161 2077834429359448200000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.123421
208.932165 1731528691132873400000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.436184
209.051736 1442940575944061000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -11.030154
209.170095 1202450479953384100000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.358461
209.289575 1002042066627820000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.465384
209.408629 835035055523183380000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.554487
209.527055 695862546269319440000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.462072
209.645880 579885455224432850000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.385060
209.766410 483237879353694080000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -11.154217
209.885450 402698232794745050000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -11.295181
210.005578 335581860662287510000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -11.245984
210.125718 279651550551906260000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -11.204987
210.244579 233042958793255200000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.837489
210.363323 194202465661046000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.364574
210.482367 161835388050871670000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.470478
210.600468 134862823375726380000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.892065
210.720405 112385686146438660000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.576721
210.839468 93654738455365558000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.480601
210.957276 78045615379471306000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.067167
211.077719 65038012816226086000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.055973
211.194516 54198344013521735000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.546644
211.312396 45165286677934781000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.955537
211.432242 37637738898278985000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.796281
211.549727 31364782415232486000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.496900
211.667661 26137318679360407000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.247417
211.786546 21781098899467006000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.539514
211.904677 18150915749555840000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.449595
212.023851 15125763124629867000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.207996
212.142103 12604802603858223000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.339997
212.260329 10504002169881852000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.616664
212.379675 8753335141568209500000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.680553
212.497772 7294445951306840900000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.733794
212.617050 6078704959422367600000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.778162
212.736258 5065587466185306200000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.815135
212.854104 4221322888487755500000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.679279
212.988715 3517769073739796500000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.566066
213.106395 2931474228116497300000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -9.805055
213.225403 2442895190097081000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.004212
213.343543 2035745991747567400000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.003510
213.463818 1696454993122972800000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.002925
213.582072 1413712494269143800000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.669104
213.699460 1178093745224286700000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.390920
213.818452 981744787686905550000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.325767
213.935645 818120656405754560000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.271472
214.055171 681767213671462140000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.059560
214.174052 568139344726218370000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.382967
214.291802 473449453938515310000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.485806
214.409708 394541211615429410000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.571505
214.528909 328784343012857810000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000 -10.476254
