-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-1.#IND00 -1.#IND00 -1.#IND00
-0.023649 0.017620 0.044444
-0.024465 0.016118 0.049816
-0.022975 0.013741 0.050392
-0.023048 0.052318 0.161842
-0.016016 0.031107 0.113367
0.051991 0.062494 0.322850
0.062118 0.064734 0.325000
0.069648 0.068804 0.322659
0.066594 0.074808 0.324314
0.065652 0.076094 0.323122
0.061652 0.074038 0.326049
0.065952 0.077800 0.326694
0.074054 0.082398 0.329253
0.072168 0.078556 0.329529
0.074319 0.082809 0.330453
0.067884 0.074688 0.325944
0.066506 0.076920 0.327478
0.058193 0.062339 0.317540
0.059767 0.065518 0.319446
0.059113 0.064832 0.320034
0.059129 0.064284 0.321119
0.059972 0.065626 0.320539
0.058495 0.064725 0.320036
0.060309 0.066694 0.321379
0.060979 0.066570 0.321117
0.060971 0.068830 0.322140
0.061537 0.068648 0.320886
0.063764 0.072528 0.321118
0.062472 0.072691 0.321188
0.064888 0.074760 0.321005
0.065162 0.071928 0.319940
0.061600 0.071850 0.321023
0.063244 0.073583 0.321797
0.062954 0.071887 0.319869
0.065698 0.072790 0.320065
