22440.159572 20178.510937 -5293.551753
22584.284277 16816.800150 -4412.459794
22736.291010 14015.054217 -3677.383162
22875.641246 11680.378514 -3064.652635
23021.519638 9734.873507 -2553.877196
23167.712938 8113.421991 -2127.397663
23336.839463 6762.375231 -1772.664719
23488.306421 5636.746413 -1476.720599
23683.049652 4698.722399 -1229.767166
23869.163941 3917.531305 -1024.472638
24127.215319 3266.309094 -852.727199
24308.525746 2723.985798 -710.772666
24468.395845 2271.506570 -591.977221
24614.039573 1893.819670 -491.981018
24887.557360 1579.798951 -410.150848
25117.841794 1319.004675 -340.625707
25344.304879 1100.707154 -283.688089
25555.404659 919.262894 -235.573407
25711.594768 768.059344 -195.977840
25853.879945 641.239691 -163.314866
26000.446936 535.750847 -136.929055
26146.121921 447.325064 -114.940879
26291.454473 374.155324 -95.284066
26436.982035 312.974615 -79.403388
26582.354709 262.036924 -64.169490
26728.633850 219.213940 -52.474575
26872.982957 184.386108 -42.562146
27018.703195 154.821757 -35.135122
27163.128346 130.554722 -28.112601
27412.790578 109.974113 -23.593835
27634.792235 93.912006 -18.661529
27799.967716 79.693726 -14.717941
28009.367460 68.119263 -12.098284
28166.563875 58.355951 -9.248570
28309.835296 50.432735 -8.873808
28466.587574 43.252024 -9.394840
28612.635317 37.387063 -8.329034
28792.680981 32.468220 -9.774195
29019.974490 28.796901 -9.311829
29166.866653 26.018144 -9.759857
29336.761553 22.906531 -8.966548
29522.145722 20.788449 -9.472123
29718.720550 18.708145 -9.893436
29928.243458 17.519427 -8.411197
30073.433252 16.528829 -9.009331
30218.398178 14.841211 -9.841109
30362.496291 13.636972 -8.867591
30507.820446 12.377937 -7.889659
30654.663156 11.824178 -7.574716
30844.553073 11.078227 -8.645596
30996.154858 10.812994 -9.371330
31142.842680 10.224180 -10.309442
31293.169438 9.863860 -11.091202
31522.741947 9.287071 -11.909335
31739.590312 9.610054 -11.091112
31995.776036 9.780069 -10.742594
32170.888609 10.489336 -11.118828
32389.116037 10.115482 -11.265690
32551.266070 10.137393 -11.721408
32701.669338 10.122807 -11.767840
32947.373528 9.502860 -12.139867
33199.848004 9.925982 -12.283222
33397.542039 10.112545 -12.236019
33541.584635 11.473066 -11.363349
33683.256791 10.739399 -10.636124
33844.010965 9.847027 -10.196770
33997.799844 9.273043 -9.997308
34209.703921 10.314898 -9.331090
34362.586331 10.319762 -8.942575
34634.946657 10.331853 -8.618813
34873.069265 10.284856 -8.182344
35074.267408 10.070714 -8.318620
35302.056372 9.892261 -7.765517
35498.320491 9.657765 -7.137931
35662.336644 10.905875 -7.281609
35822.813233 10.400564 -7.568007
35973.996074 10.274412 -7.473339
36122.069957 9.786755 -7.394450
36374.261716 9.509635 -7.495375
36620.838317 10.148307 -7.746145
36779.590610 10.940200 -7.455121
36943.176623 10.470840 -7.212601
37092.059003 9.623227 -7.343834
37308.395584 10.053782 -7.453195
37467.081630 9.950482 -7.377663
37655.608813 9.801299 -7.481386
37803.628112 9.713352 -7.401155
37949.894191 8.991988 -7.500962
38095.778648 8.837033 -7.417468
38241.933226 8.945333 -7.514557
38386.411095 8.954444 -7.762131
38529.812212 8.971267 -7.968442
38692.230033 8.689408 -7.807035
38861.339763 9.112002 -7.839196
39047.743767 8.937045 -7.865997
39208.148043 8.565571 -7.721664
39404.295530 8.719115 -7.934720
39551.371505 9.013944 -7.778933
39714.689729 9.411912 -7.815778
39858.677275 9.021771 -8.179815
40003.843276 8.205327 -8.149846
40149.501932 8.872199 -8.124871
40293.137248 8.175235 -7.604059
40441.225593 8.512369 -8.003383
40590.396289 9.548794 -8.002819
40732.762643 9.135840 -7.835683
40878.179170 8.743588 -7.863069
41023.207544 8.944636 -7.552557
41191.978573 8.897239 -7.460464
41392.310836 9.783144 -7.717054
